size,bedrooms,bathrooms,age,garage,neighborhood,school_rating,price
4193,1,1,7,3,Central,5,1358876
4629,3,2,79,0,South,2,1443871
3114,4,3,97,3,Central,4,1064084
2286,5,2,8,1,South,2,982839
4224,4,1,5,3,East,7,1522172
3381,4,2,18,0,West,5,1234924
3715,4,2,80,3,North,3,1250999
3769,4,3,23,2,East,2,1393422
3839,3,2,2,0,West,3,1351420
1880,4,3,40,0,North,4,773848
3200,2,3,35,0,South,9,1076463
2687,2,1,2,2,West,6,954008
1998,3,3,57,0,North,4,733776
1939,5,1,91,2,West,5,692254
4432,4,3,88,3,North,6,1476966
4813,4,2,13,1,North,2,1688123
1485,5,1,25,3,Central,5,697070
1025,1,1,38,3,Central,6,343976
4838,4,1,88,1,West,4,1524129
3929,4,1,47,3,West,9,1351347
3001,2,1,76,2,West,5,892513
4517,2,2,55,0,North,1,1407795
1386,1,1,25,1,Central,1,454780
3656,1,2,38,1,South,8,1146515
4971,2,1,26,0,East,10,1568802
4119,4,1,42,2,Central,1,1410020
1267,4,2,6,0,West,8,622400
4387,1,1,17,1,West,1,1373523
4241,3,2,21,0,East,2,1430547
3340,5,2,29,3,Central,8,1279006
1653,3,1,42,3,North,10,630932
4917,5,3,13,3,West,8,1814742
4042,4,2,4,2,West,10,1488125
3463,2,1,55,1,East,3,1069242
4920,4,2,73,1,South,2,1591251
2869,4,2,7,3,East,10,1145975
3819,3,2,91,2,West,9,1186081
3017,2,1,30,1,West,8,993603
3396,5,1,8,1,Central,10,1291664
3381,3,3,2,2,South,4,1270684
2629,4,2,51,1,South,1,966235
2794,3,3,28,2,North,8,1035455
2671,2,1,79,2,East,10,792360
3814,3,2,18,1,East,7,1327882
3380,2,3,88,3,South,10,1055560
3894,5,1,41,2,North,5,1380573
3241,3,1,38,2,North,6,1096061
3526,2,1,66,1,West,3,1071648
2709,2,2,19,1,Central,10,951690
1362,4,1,58,2,Central,2,541811
4653,3,2,16,3,Central,5,1611298
1898,4,1,70,3,North,8,695292
4235,5,2,64,1,South,1,1466218
4442,3,1,23,2,West,10,1484307
2329,1,3,74,1,North,10,708264
1717,5,1,70,0,West,7,652911
2512,2,3,50,2,East,9,856126
1284,5,3,96,0,West,8,524575
4108,1,1,78,0,North,9,1152934
2820,3,3,12,0,South,2,1054092
3880,2,1,79,3,East,5,1161301
3846,3,3,75,1,North,1,1247726
2960,1,2,39,0,North,10,925230
3422,3,1,31,1,Central,2,1157068
1030,4,1,89,0,South,9,362664
2095,5,1,89,3,Central,8,757742
2263,3,2,94,3,North,1,725945
1768,4,3,93,3,South,5,663235
4198,1,1,54,2,Central,8,1251180
4517,4,3,24,2,Central,10,1623282
4135,4,3,22,3,North,8,1521767
4511,5,3,4,3,West,7,1708655
4825,4,3,27,3,Central,1,1718907
1583,1,3,39,2,Central,7,554751
3395,5,3,64,0,North,7,1221681
2604,4,3,91,2,East,9,901821
1178,3,3,51,3,South,3,529711
4624,3,3,42,1,South,10,1554530
2788,1,1,25,2,Central,1,881081
1451,4,2,50,3,West,5,631475
2797,3,2,19,3,Central,9,1043286
3477,3,1,91,0,North,3,1043625
3190,4,2,19,2,West,2,1207757
3930,1,2,83,3,Central,7,1156145
1387,4,2,81,1,South,9,522898
2417,1,2,41,3,East,10,790378
3429,5,2,96,2,North,2,1169670
2207,5,2,74,1,West,3,824203
3633,5,2,27,3,West,3,1373038
1243,4,3,82,1,South,9,503075
4395,2,1,10,1,Central,9,1437937
4523,2,3,83,1,West,5,1392347
2377,5,3,7,3,South,9,1077908
4416,4,2,3,1,South,6,1587021
4274,1,2,5,1,Central,8,1393516
1204,2,1,99,1,Central,6,311530
4183,3,1,89,2,West,10,1278813
1304,1,1,20,1,North,4,432573
2026,1,1,25,2,East,5,650552
3333,4,2,21,0,South,2,1214766
1023,4,3,73,3,South,7,471749
1735,4,2,89,0,South,10,601068
1446,3,1,91,1,Central,9,448853
2364,1,1,91,3,West,7,638257
2411,4,1,47,0,Central,1,853704
3757,2,2,90,2,South,3,1117905
4333,3,1,11,1,East,7,1466166
3302,2,1,22,0,East,9,1070234
1869,5,1,6,2,East,6,854967
4895,4,1,59,2,North,4,1602941
3439,5,1,28,2,East,2,1284309
4981,3,2,75,0,South,3,1557827
1663,4,2,67,0,East,2,620905
4316,3,1,81,1,Central,7,1321707
1038,5,3,2,0,West,9,644010
3720,4,2,57,3,West,5,1283400
4150,1,3,58,1,East,6,1276360
4570,5,3,22,1,East,3,1685455
2870,5,1,94,0,South,1,947409
3805,3,1,73,0,North,5,1182434
2730,1,2,28,3,Central,8,896742
1960,3,3,98,0,Central,2,625353
2523,1,3,7,2,West,9,910620
1280,4,1,12,1,North,9,593840
3820,2,1,60,3,West,5,1193351
3023,1,2,54,2,Central,3,931369
4882,2,1,28,0,Central,9,1543501
2329,2,1,22,3,West,1,824042
3983,4,3,1,1,Central,4,1487193
2529,2,2,97,0,Central,1,716877
1328,1,2,0,2,South,4,538301
2813,4,3,48,3,Central,4,1069829
3371,1,2,92,3,West,10,970035
2127,4,1,91,3,Central,5,725369
4011,2,3,74,0,West,4,1254334
3251,4,1,5,1,Central,5,1203777
1624,5,1,23,2,North,6,736286
2408,2,2,30,0,North,8,813716
1277,3,2,82,3,Central,10,451069
2935,2,3,20,3,Central,3,1057047
3538,1,1,68,1,Central,4,1010680
2038,5,3,99,3,West,4,774873
1835,1,1,21,2,West,3,617233
1133,5,2,97,0,South,1,455438
1352,5,3,24,1,North,8,700253
1929,1,2,28,0,South,8,623468
4579,2,3,49,1,West,8,1477236
4609,3,1,56,3,South,4,1477918
3483,5,2,80,3,Central,3,1225151
2620,4,3,33,3,Central,1,1034048
3158,1,2,20,1,East,9,1037146
2124,3,3,95,3,West,1,712382
2875,2,2,58,0,South,9,913839
1905,1,1,85,1,West,10,499150
1380,3,3,33,2,West,9,612021
4193,3,1,94,2,South,1,1260464
3273,4,2,24,0,East,1,1192908
4958,1,1,42,1,North,6,1491809
4740,5,2,83,3,East,10,1601578
3430,4,3,28,2,East,10,1286082
4441,3,1,40,1,Central,7,1451695
4903,3,3,90,1,East,7,1547852
4380,5,1,37,2,East,1,1530610
4340,5,1,91,3,West,2,1434520
3066,2,3,18,0,South,5,1065510
1188,1,1,40,3,West,3,382131
2340,1,2,75,3,West,4,689797
2200,1,1,75,3,West,2,610707
2431,3,3,96,0,South,3,787238
4732,5,2,13,1,North,2,1706260
3405,4,2,12,3,West,10,1289063
4077,3,3,75,0,East,8,1319801
4841,2,2,37,2,North,5,1553536
3471,3,3,90,2,North,4,1122454
1722,5,1,33,0,West,2,733908
2624,4,1,43,1,Central,1,945267
1392,5,2,14,1,Central,6,710620
4851,5,2,84,3,North,3,1625393
3293,2,1,14,2,South,7,1118465
1199,3,3,77,3,South,3,479382
1327,2,1,84,1,North,1,379064
2605,1,1,5,1,West,7,860328
1534,1,1,65,3,East,5,437307
3735,1,3,8,0,West,2,1242736
1561,3,3,95,0,East,8,513658
3559,5,1,85,3,South,4,1211510
3480,3,3,60,1,Central,9,1168236
4348,4,1,19,0,Central,5,1489195
3688,1,2,37,2,West,10,1159817
4666,5,3,31,0,East,5,1676247
1482,2,1,71,1,Central,2,443677
2891,4,3,8,0,South,6,1142818
2357,5,2,86,3,Central,10,876336
3411,4,1,12,3,West,4,1256778
3440,5,3,90,2,East,6,1213137
4801,2,2,60,0,Central,6,1488570
1003,1,1,3,3,West,5,414833
4380,4,2,17,3,North,9,1569330
4110,4,1,95,3,North,3,1312555
2700,4,2,63,1,Central,10,951954
3230,3,2,86,0,East,10,1009274
2132,2,1,54,1,East,8,667103
4353,4,3,49,1,West,1,1507836
2598,4,3,89,0,Central,10,887734
4722,3,2,21,2,Central,10,1596516
1494,1,1,20,3,East,1,511662
1076,2,3,49,1,West,9,421981
4040,2,3,76,2,North,3,1271999
2059,5,3,79,3,South,2,833391
2167,3,1,6,3,East,5,851904
4262,4,2,59,2,Central,5,1434136
2863,5,1,3,1,West,6,1151080
3142,1,2,66,0,East,1,918337
3704,3,1,32,3,North,3,1250947
2687,2,1,73,2,East,4,817259
3214,2,2,3,0,Central,5,1117426
3168,1,2,86,0,North,4,885578
4907,4,2,74,2,East,3,1606520
3496,3,3,23,3,East,2,1275049
2320,1,2,38,3,North,3,760367
1195,1,2,0,3,South,9,498443
2090,5,1,56,3,North,4,820110
2197,5,2,36,1,Central,1,913842
2913,2,1,21,0,East,6,970925
2509,4,2,49,0,North,7,906906
2353,5,3,56,3,Central,2,960863
4213,3,1,74,3,South,9,1319422
1759,4,2,34,1,North,4,721320
2668,3,2,30,2,South,1,963793
2030,3,3,84,1,South,3,696910
1928,3,3,5,1,North,2,822738
2833,5,3,73,3,North,8,1081599
2065,2,1,11,1,East,7,731958
1862,2,1,5,0,South,9,679939
3766,2,3,38,0,South,3,1245715
4775,1,1,6,3,West,9,1534153
3345,4,1,46,1,East,6,1153305
3646,1,3,64,1,South,2,1116189
1592,3,3,86,2,East,6,556037
1730,2,3,42,2,East,2,650152
1335,5,1,50,2,West,9,595261
4239,4,3,3,3,East,2,1591218
4768,3,1,0,1,Central,5,1614033
3926,5,1,67,0,East,8,1324538
4081,2,1,24,0,East,4,1310814
2669,4,3,69,0,Central,10,950145
3844,3,1,20,3,East,5,1322339
4914,3,3,63,2,West,2,1615773
3775,3,3,21,3,South,8,1358688
4465,2,3,85,1,South,3,1378344
1381,2,2,38,3,North,5,533337
2371,2,3,97,2,East,9,718790
2976,2,2,95,2,North,3,875107
2987,2,3,31,0,North,8,1014747
1744,2,3,93,3,Central,2,550843
1292,5,3,71,3,East,6,616899
2811,4,3,73,2,South,7,1000400
3569,4,3,12,2,South,3,1359599
3027,4,2,40,2,Central,3,1105257
2722,5,1,54,2,North,2,1010883
3649,3,2,78,1,South,10,1157348
4776,4,3,42,1,West,4,1651451
2461,1,1,87,3,North,10,671187
3375,2,1,52,1,North,2,1038829
3561,5,3,55,2,Central,7,1328164
2299,3,2,18,3,East,5,884356
1055,4,3,94,1,West,5,432745
1548,5,3,38,1,North,1,746947
2991,5,2,75,1,West,9,1057543
1762,3,1,74,2,East,2,590301
3100,2,3,52,2,Central,8,1042518
4768,4,3,15,1,North,7,1698037
2074,4,3,26,2,Central,10,882595
3647,5,2,49,0,Central,1,1298658
4653,1,1,11,0,South,3,1454167
2590,1,2,83,3,South,4,746439
1926,3,1,18,3,West,2,744921
4851,2,2,25,1,South,8,1565740
4494,1,3,17,1,Central,3,1463701
2893,5,2,49,0,South,10,1073378
4955,4,1,10,0,East,3,1697939
1115,4,3,63,2,Central,10,517445
2310,4,1,97,0,West,9,733125
4752,4,2,47,2,North,4,1619763
1478,1,3,92,2,Central,8,420802
1122,5,1,70,2,West,9,490294
3577,2,1,97,2,Central,1,1024960
4091,2,2,48,0,North,7,1283941
3503,4,1,80,2,East,4,1146808
4811,5,1,24,1,South,3,1677994
1744,4,3,55,3,East,7,727218
2756,1,1,88,2,East,10,757921
2143,3,1,17,0,East,2,787704
3106,5,3,2,0,North,3,1273512
2399,1,3,94,3,North,1,707392
1856,2,2,76,0,West,4,560117
1628,3,3,96,3,West,1,558346
1979,1,2,59,2,East,7,597369
4837,1,2,14,0,West,8,1526169
4242,4,1,70,0,South,5,1371253
3769,5,1,78,0,West,4,1262018
1453,3,2,84,3,North,5,505320
3915,1,2,38,0,Central,7,1199274
2775,2,3,60,3,South,9,935997
3576,3,1,32,0,East,5,1179328
2396,2,3,59,0,North,1,786191
1442,2,1,9,3,East,3,575796
3403,4,1,27,2,North,7,1225280
2551,3,3,36,2,East,6,952089
2605,5,3,86,3,East,8,970092
3752,5,1,77,1,South,7,1254298
2852,1,3,81,3,East,9,854833
3919,4,3,55,0,South,6,1363548
1698,3,3,58,3,West,2,669864
3773,3,1,9,0,West,2,1283961
3974,5,1,41,1,Central,3,1404673
1591,3,2,40,0,Central,4,612650
4688,3,3,41,1,West,3,1581560
1042,5,2,60,0,East,7,498043
1075,2,3,90,1,South,9,339406
1324,1,1,83,2,East,8,325796
3314,1,2,83,0,West,3,945665
2903,1,3,9,0,Central,1,999984
3144,1,2,96,3,West,6,894988
1444,3,2,8,0,South,6,621893
1207,1,2,50,1,West,2,383457
4085,3,3,63,2,South,1,1360622
2607,2,2,50,1,North,5,851892
1748,4,2,49,1,South,8,690645
2092,5,2,66,1,North,2,814674
3367,4,3,9,2,North,3,1295673
3376,5,1,10,1,Central,3,1274841
4116,2,1,78,1,Central,8,1211283
3964,5,2,53,2,East,8,1414420
4676,3,3,83,1,Central,3,1489742
2989,2,2,13,1,South,5,1034098
4983,5,2,80,1,North,4,1656572
1696,2,2,93,1,North,3,488075
4293,5,1,7,3,South,2,1590079
1617,3,2,3,2,Central,4,703847
2920,1,1,66,2,West,9,840320
4417,1,1,98,3,South,9,1248063
2695,2,2,96,1,South,5,792332
4789,4,3,9,1,North,1,1712607
2294,3,2,7,3,West,2,908617
3697,4,1,67,2,West,1,1230186
2997,2,2,54,2,South,5,979220
4665,3,2,8,0,East,10,1603449
1636,5,3,42,2,West,5,761912
2602,4,3,81,2,East,10,921213
4521,4,2,52,0,West,10,1518947
3415,3,1,37,3,South,6,1160671
4945,1,2,77,0,Central,4,1443201
4603,1,3,31,2,South,1,1475918
2820,3,1,4,3,South,2,1054800
4713,1,3,88,0,South,9,1374500
4306,1,2,93,3,East,6,1238490
2713,2,2,53,0,West,1,859506
2162,1,1,58,1,South,8,631364
4448,5,3,48,1,West,10,1578822
3977,5,2,86,3,Central,9,1353533
3316,1,1,46,1,West,3,998407
4305,5,1,70,2,West,8,1446314
3093,2,3,70,3,North,5,1012775
3937,3,1,79,0,West,8,1202390
4311,1,2,49,2,West,2,1334512
1719,3,3,96,0,East,7,565442
1914,1,2,66,3,West,2,582326
4342,5,3,32,2,Central,3,1591382
1704,2,2,47,2,North,5,592518
4921,3,2,59,2,East,1,1581098
2690,4,1,42,1,West,6,958999
4170,3,2,94,1,South,10,1279868
4766,4,1,35,3,South,9,1625438
3780,1,3,55,3,West,9,1186552
1135,1,1,28,1,North,3,379355
3972,2,1,46,3,East,10,1264200
1919,4,3,88,1,West,9,697239
4752,2,2,34,3,West,5,1556255
3461,4,3,50,1,North,3,1234764
4904,5,3,11,2,South,4,1817351
1517,3,2,60,1,Central,6,556659
2864,2,1,14,2,East,2,977865
2822,1,1,74,0,East,8,769733
2059,1,3,83,1,West,1,610487
4799,1,2,14,2,East,10,1542007
4224,4,1,75,0,South,10,1346522
3759,1,2,48,3,Central,3,1181415
2944,4,2,92,2,East,6,982544
4230,3,3,28,0,Central,10,1459008
4738,3,3,66,0,South,5,1529370
3363,3,1,14,2,Central,10,1173977
1812,5,2,12,2,East,2,843238
3191,2,1,11,3,South,6,1095600
4502,5,1,30,0,West,7,1567240
3462,5,2,75,0,North,6,1204652
2806,5,1,40,1,Central,6,1061271
4786,5,3,90,0,North,2,1592669
1160,3,3,73,3,East,4,474121
3170,4,1,10,0,Central,8,1155677
1697,1,3,49,1,East,3,557947
1659,2,1,8,3,North,7,647464
1875,2,1,51,0,North,5,584835
2729,5,1,40,1,Central,9,1029131
2108,4,3,75,1,West,2,781554
3143,2,1,62,1,North,5,954939
3780,5,2,38,1,Central,2,1380382
1979,5,2,55,3,East,8,823957
1440,2,2,93,0,West,1,400326
2658,1,3,24,0,South,1,887184
4675,4,3,85,0,South,7,1528572
2774,2,1,79,3,East,1,839542
1098,1,3,52,1,Central,10,374656
1421,1,3,36,1,South,9,498636
3903,5,1,73,2,West,7,1324276
3465,1,2,49,3,South,10,1074576
4221,3,1,76,3,Central,6,1325075
2514,2,1,68,3,East,8,772429
3307,4,1,76,2,North,5,1095737
4741,2,2,37,1,West,8,1516423
1056,1,2,54,3,South,10,350755
4926,4,2,18,1,North,2,1706769
1993,1,1,17,3,South,8,677184
3664,2,3,40,2,East,2,1228345
4115,3,3,9,1,East,3,1471720
2300,3,2,20,2,East,9,873615
4521,5,3,15,0,North,10,1656549
1032,5,2,66,0,East,1,485375
4869,1,3,38,0,Central,2,1526346
2391,4,1,77,1,North,8,804565
1035,4,1,34,2,Central,6,497018
4587,2,3,50,0,West,3,1474599
2564,4,2,86,0,North,10,864922
3710,1,2,68,1,East,6,1096621
1004,3,2,14,0,South,1,489845
4770,2,2,5,3,Central,3,1613892
4297,3,1,42,3,North,4,1405446
3309,5,3,24,2,North,1,1309509
3273,5,2,70,1,South,1,1157942
2709,1,2,55,3,East,6,849006
1229,1,3,68,1,Central,4,389746
2444,3,2,18,1,East,9,915588
2268,1,1,16,0,East,6,729640
3303,5,2,2,2,Central,1,1321721
4214,4,2,95,0,South,3,1334802
3857,3,1,23,3,Central,4,1317252
2327,4,3,31,1,West,1,932237
1797,2,1,42,2,West,10,603664
4955,4,3,90,2,Central,2,1623967
3628,3,2,7,1,North,8,1300382
1646,5,3,73,0,South,5,694884
2719,2,2,10,3,North,1,993932
3167,4,3,83,0,South,9,1072039
1703,1,1,67,3,East,1,494516
2844,4,1,52,3,West,9,1002955
4451,2,1,58,3,Central,6,1386184
1646,5,3,14,1,South,6,809134
1140,4,3,80,0,East,8,480232
1809,1,3,29,1,North,8,628871
1393,2,2,47,2,North,3,504322
1483,5,1,94,2,West,9,549062
3406,4,3,33,1,South,10,1250393
2825,4,3,59,0,North,4,1013315
3896,4,2,13,2,South,6,1418361
4018,5,1,30,0,South,2,1422638
2882,3,1,65,3,South,9,945796
1198,3,3,5,2,North,3,599519
3873,5,2,95,0,East,6,1273484
3553,2,2,70,3,North,5,1109763
3639,4,2,82,2,South,10,1204290
2290,2,2,39,1,North,4,787319
2281,4,2,15,1,North,5,917534
1743,2,2,11,2,East,7,686812
3090,5,1,6,2,Central,5,1221659
2113,1,2,80,0,Central,10,579248
2254,3,2,27,3,North,1,869303
2951,1,3,25,0,South,4,977409
1802,2,1,32,0,East,5,604567
1367,2,1,3,3,East,6,558025
1618,2,2,27,3,South,8,624603
3108,4,1,36,3,South,2,1112912
2816,2,2,84,2,West,2,846994
1664,4,1,32,1,West,10,667824
2526,4,1,55,1,South,4,890349
1429,5,1,29,0,West,2,643790
3913,3,2,63,1,South,7,1260933
2598,4,1,69,3,North,3,910524
3443,2,2,89,1,East,5,1025194
1379,3,3,21,2,North,10,631299
2207,4,2,11,0,West,4,895681
4112,5,1,66,2,South,2,1407763
1632,5,1,54,0,East,3,666125
2886,4,3,58,0,East,2,1045332
4464,1,1,45,2,North,4,1352549
3447,1,2,7,2,East,6,1143304
2377,2,1,56,3,West,7,757980
3529,2,2,85,3,Central,8,1080277
1377,5,3,74,3,Central,2,640797
2346,2,2,33,1,West,10,814435
3794,4,3,87,2,Central,8,1274052
4710,3,1,86,1,South,5,1430516
1718,3,2,97,3,East,1,565866
3669,1,2,59,2,West,9,1116040
4508,1,1,78,0,West,7,1273001
2960,1,3,52,3,West,4,958108
4464,5,1,67,1,Central,5,1498204
3381,2,2,43,3,East,1,1120869
2740,4,3,48,3,East,5,1049435
4032,2,1,13,3,Central,8,1346299
1081,4,2,33,3,North,4,553783
4871,4,3,81,2,West,8,1611744
1950,2,2,82,2,East,9,609647
2703,4,1,19,3,West,8,1026535
1139,3,2,70,0,North,2,403067
3176,3,1,67,2,East,5,1021068
3442,5,1,30,0,North,5,1262168
1094,2,1,90,1,West,4,284635
4422,3,2,95,2,Central,1,1367296
1344,5,3,62,2,South,4,642407
4294,4,3,9,1,North,10,1569297
4924,1,3,25,2,Central,7,1592209
2778,3,3,34,2,East,5,1017108
1383,2,2,43,3,South,1,525767
1944,2,3,6,0,North,8,752895
2473,2,1,26,3,Central,4,847978
4677,2,2,28,3,South,8,1541206
1240,4,3,4,2,South,2,670361
4840,4,3,92,1,West,2,1569586
1460,1,3,60,1,Central,2,462835
2124,1,3,7,3,Central,2,788659
3136,3,2,87,3,South,7,998954
2270,3,2,2,0,South,2,893998
1742,4,3,22,3,Central,9,793419
1771,2,2,4,3,South,6,705831
3389,5,3,44,0,North,3,1277897
2595,1,1,97,0,South,2,668240
4010,2,1,34,3,Central,8,1293323
1491,3,2,37,0,South,7,591301
4837,3,3,33,2,West,1,1635739
2329,3,3,5,3,North,5,955580
4250,5,1,20,3,West,6,1542711
3189,4,1,82,3,East,2,1045426
2976,1,3,25,2,West,2,1004219
1486,5,3,65,2,West,8,667032
4098,1,1,43,2,Central,10,1251719
3627,3,2,85,1,West,3,1143849
2294,2,2,41,1,West,5,785408
3845,2,3,47,0,North,8,1253080
3510,1,3,41,3,West,8,1134217
1568,2,1,98,1,West,3,410123
3943,3,3,23,1,East,8,1378542
1935,4,1,31,2,South,1,759627
1197,3,3,84,1,West,5,449259
3255,5,1,86,1,North,5,1095918
4760,1,1,92,3,South,7,1355754
3279,2,1,7,3,Central,5,1139638
3166,2,2,35,3,Central,8,1071597
2286,4,2,90,3,West,6,787244
1848,1,2,53,3,West,5,596930
3108,3,3,50,3,North,2,1095168
2983,1,1,78,1,West,4,824332
3991,3,1,54,1,Central,8,1283351
2114,2,1,73,1,North,3,636459
1961,1,1,53,3,West,8,591536
2749,5,2,30,3,West,9,1097148
1042,1,3,67,0,North,10,313713
3933,3,1,44,3,Central,2,1310966
1511,1,3,54,3,North,6,525239
3681,2,2,70,1,East,9,1141638
2122,3,3,61,2,West,4,766436
1113,3,2,54,2,East,10,463971
4111,4,3,43,2,Central,3,1465314
2789,3,3,20,1,North,1,1055622
2428,3,2,34,3,North,5,907587
3353,1,2,41,3,East,9,1061948
2576,2,1,34,3,East,5,860425
2135,2,2,23,0,Central,5,754988
1664,3,1,92,3,North,6,522428
3401,5,2,67,2,East,9,1219430
4875,4,1,75,0,West,3,1536702
1665,4,3,22,1,West,2,762217
4324,1,1,33,1,North,5,1311444
1920,3,1,68,1,North,6,639895
1495,4,1,17,0,South,8,648483
1982,4,1,70,2,East,8,706389
4272,2,2,37,1,North,7,1378553
4931,1,3,76,2,Central,10,1477571
4515,2,3,69,0,North,9,1405664
2983,1,1,40,1,South,6,895691
4566,1,3,83,0,East,10,1348118
3846,3,2,87,2,Central,8,1208010
4250,1,1,22,3,West,10,1339946
4276,4,1,31,0,South,4,1451512
1930,4,3,47,1,East,1,787723
1005,1,2,91,3,East,5,253978
2054,5,2,10,1,East,4,917715
2562,5,3,11,2,Central,7,1108725
2289,2,3,22,3,East,8,867288
1982,4,3,9,3,East,9,902402
1451,5,3,16,2,Central,5,755949
3760,5,3,18,2,North,1,1452829
4994,4,2,6,3,East,1,1782191
1337,5,2,92,3,North,5,553218
3638,1,2,92,1,North,4,1034301
2473,2,3,51,0,Central,9,832544
4996,3,3,8,1,North,3,1729717
4701,5,1,86,0,South,7,1516128
4862,5,2,63,2,East,2,1667787
3289,3,3,60,0,West,5,1108211
1594,1,3,16,2,Central,4,614247
1615,1,3,26,0,East,7,571230
3212,5,2,14,2,West,6,1272087
3156,2,1,29,2,West,3,1044335
1563,2,1,12,3,South,4,595993
2191,4,3,52,0,East,9,835792
3800,1,2,27,1,West,5,1211619
3269,3,1,40,3,West,3,1120644
2335,3,1,23,3,North,6,867253
2716,2,3,51,2,West,7,925277
2098,3,2,26,1,South,1,801742
2013,3,2,12,0,North,3,779940
2192,5,1,33,1,South,6,891085
4094,1,3,46,3,West,3,1309677
4714,2,1,37,3,North,6,1498491
1816,5,1,10,0,South,9,797927
1169,5,2,19,2,East,10,650781
3223,4,1,42,1,Central,6,1129173
4631,4,2,57,1,East,10,1553384
1147,4,1,10,3,West,4,575406
2297,1,1,71,2,West,8,651249
4212,4,3,7,1,Central,3,1556731
4401,4,2,3,3,North,3,1614047
2623,2,2,81,2,South,10,805300
3623,5,2,14,2,North,1,1381944
1197,2,2,86,1,West,10,361486
3237,4,2,57,3,Central,8,1149382
4557,1,1,16,2,North,7,1425927
2524,1,3,44,1,South,6,815995
1789,1,3,24,0,North,8,623387
1201,1,1,78,0,Central,4,284307
4189,3,3,69,2,South,3,1376378
4657,1,1,30,1,North,1,1423849
4876,1,1,90,3,South,10,1388477
2955,1,2,23,1,West,7,969874
1600,4,3,41,3,North,4,717838
2399,5,1,52,0,East,4,902366
1542,4,1,20,2,East,9,681248
2934,3,2,73,3,East,5,977342
4003,4,3,11,2,East,6,1495402
2085,1,1,7,1,West,5,694578
1063,4,1,73,0,South,4,400565
1166,4,1,60,2,Central,4,488607
2826,1,1,89,2,Central,9,767279
2314,1,3,38,2,East,3,773127
1239,1,3,35,1,East,7,456218
3336,2,3,19,2,West,5,1172764
2755,4,2,6,0,West,3,1072890
1932,4,3,74,0,Central,2,720413
2844,1,2,88,3,North,7,819164
3924,3,2,68,2,West,6,1270745
1891,4,2,11,0,West,5,813674
4478,2,1,93,1,South,9,1290072
3907,5,3,46,0,Central,10,1421407
1095,1,2,93,0,South,6,260189
1690,2,3,61,1,West,1,589565
1743,3,3,64,2,South,1,664057
1860,2,1,66,0,South,6,556984
2767,3,3,47,2,North,6,997106
3527,5,3,25,1,Central,1,1357492
3248,4,2,90,1,East,10,1060610
1622,2,1,25,2,Central,9,579843
1254,2,3,28,3,North,4,535039
3076,4,1,74,0,East,2,1012569
3564,5,2,82,2,East,9,1243134
1851,4,1,40,2,North,5,722401
3579,2,1,43,0,North,2,1123151
3234,3,2,10,2,West,3,1190167
4332,2,1,71,3,West,9,1326853
1429,3,2,17,3,North,2,636588
3647,2,3,31,1,South,7,1226942
4188,1,3,23,0,South,4,1358018
4421,2,2,42,1,West,4,1409201
4222,1,1,5,1,North,2,1346852
2261,5,1,30,3,North,4,922421
2618,2,1,53,3,East,3,843212
1926,2,1,21,1,West,5,671838
2876,1,1,62,2,North,1,834297
1071,4,3,69,1,Central,7,491083
4333,5,1,79,0,North,9,1420124
1020,1,1,53,0,South,6,287822
3861,1,1,26,1,Central,3,1194011
3468,5,1,93,0,South,3,1131378
1450,4,2,72,3,Central,7,590858
4014,3,3,28,3,North,5,1421665
3043,2,1,68,2,South,3,931943
3256,1,3,1,1,South,2,1123479
3557,3,3,45,1,South,2,1230004
4989,1,2,16,0,West,4,1566223
3618,3,2,62,1,North,5,1180496
1794,2,1,80,2,West,4,536485
3654,3,1,1,2,West,3,1284420
2215,4,1,77,2,South,2,769231
4537,1,1,76,0,West,9,1289056
1038,2,3,22,0,East,5,465505
4676,5,3,69,1,East,5,1609304
4820,5,3,49,3,East,5,1711728
4323,2,1,51,2,South,5,1354882
2238,2,3,81,0,North,1,701182
4872,3,3,85,0,South,9,1535967
4184,4,3,64,1,East,2,1421875
1955,2,1,11,2,West,2,706799
4995,1,2,36,0,East,5,1540505
4228,1,1,12,0,South,3,1317592
2454,4,1,30,2,South,1,927342
2679,2,3,59,2,West,7,901258
3337,3,3,35,2,Central,8,1182692
3365,3,1,24,0,South,7,1145497
2752,2,2,70,2,North,7,858561
3573,4,3,35,1,Central,8,1294060
4475,3,3,50,1,Central,2,1490572
2859,1,2,2,3,Central,4,988721
4089,4,2,45,0,West,5,1397630
1759,4,2,50,2,North,7,704250
1141,5,2,39,2,West,4,588506
2082,5,2,7,3,South,10,959286
3939,2,2,75,3,West,8,1213996
4101,4,2,18,3,East,3,1488464
2362,1,1,86,0,South,9,624182
4098,4,3,98,2,West,1,1348176
1149,4,2,82,0,North,4,440075
4247,4,2,47,0,East,7,1438767
2842,1,1,58,0,West,4,816718
3924,4,1,6,1,Central,10,1399137
3079,4,2,35,0,North,10,1112033
4380,2,3,23,0,North,6,1448395
3682,2,1,96,2,South,5,1072519
1118,3,1,76,3,North,2,386990
1795,1,1,52,2,East,6,544260
3052,3,1,59,1,West,2,994512
3777,3,1,11,0,East,1,1298234
3437,4,2,73,2,East,5,1165028
4823,2,1,90,2,West,6,1416256
1847,2,3,79,0,East,9,593982
4437,2,2,46,1,East,6,1409553
3699,4,1,79,3,North,1,1219543
1599,4,2,56,1,East,9,633491
